# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 27742558279198
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000022244
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000015977
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d45e
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee448f0
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000192cd
     0.00%     0.00%  top              libprocps.so.7.1.0     [.] 0x00000000000089de
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac96aa
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] enter_lazy_tlb
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000022365
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001b9f1
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] nohz_csd_func
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001baff
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000022355
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001b827
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] arch_jump_label_transform_apply
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] text_poke_bp_batch
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] text_poke_finish
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000222fe
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac9bb7
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001d588
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001926b
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] static_key_enable
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] static_key_enable_cpuslocked
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] _find_first_bit
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] first_online_pgdat
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dbd9ad8
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001c686
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000020811
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000019377
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]      [k] mpage_prepare_extent_to_map
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] inode_free_by_rcu
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] enqueue_timer
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001c4be
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] syscall_exit_work
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] arch_jump_label_transform_apply
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] text_poke_bp_batch
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] text_poke_finish
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001c4ed
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] path_put
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __audit_syscall_exit
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] update_rq_clock_task
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000192af
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] update_blocked_averages
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] swap_range_free
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] zram_free_page
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] zram_slot_free_notify
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] zs_free
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] static_key_disable
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]      [k] static_key_disable_cpuslocked
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] poll_freewait
     0.00%     0.00%  memcached        libc-2.28.so           [.] usleep
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]      [k] find_get_pages_range_tag
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]      [k] pagevec_lookup_range_tag
     0.00%     0.00%  gmain            [kernel.kallsyms]      [k] __page_set_anon_rmap
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] remove_wait_queue
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000207ea
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_forward
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] __update_blocked_others
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] __copy_skb_header
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] __skb_clone
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] free_swap_slot
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] __swap_entry_free
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] zs_map_object
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]      [k] drm_gem_vram_vunmap
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]      [k] drm_gem_vunmap
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]      [k] mpage_process_page_bufs
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] detach_tasks
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] wake_q_add_safe
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] __x64_sys_futex
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] do_futex
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] futex_wake
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] available_idle_cpu
     0.00%     0.00%  tuned            [kernel.kallsyms]      [k] zram_free_page
     0.00%     0.00%  top              [kernel.kallsyms]      [k] proc_fill_cache
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] ghes_add_timer
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] swapcache_free_entries
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] update_irq_load_avg
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] clear_page_rep
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __do_sys_clone
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __pud_alloc
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] copy_p4d_range
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] copy_page_range
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] copy_process
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] dup_mm
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] dup_mmap
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] get_zeroed_page
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] kernel_clone
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] kernel_init_free_pages.part.0
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] security_inode_getattr
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] __do_sys_newfstat
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] vfs_fstat
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_qs
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_note_context_switch
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cs_watchdog_read
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] nf_hook_slow
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]      [k] console_trylock
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] cpuacct_charge
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __tcp_retransmit_skb
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __tcp_transmit_skb
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tcp_write_timer_handler
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] ip_rcv
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_cblist_dequeue
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] ixgbe_clean_rx_irq
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] trigger_dyntick_cpu
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] static_key_disable
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] static_key_disable_cpuslocked
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] cpuacct_charge
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] update_curr
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001cb9c
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] __swap_entry_free
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] free_swap_slot
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] swapcache_free_entries
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] ixgbe_service_timer
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] signal_setup_done
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __pagevec_lru_add_fn
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] __hrtimer_start_range_ns
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]      [k] mpage_submit_page
     0.00%     0.00%  tuned            [kernel.kallsyms]      [k] zs_free
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __slab_free
     0.00%     0.00%  gmain            [kernel.kallsyms]      [k] zram_slot_free_notify
