# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 31K of event 'cycles'
# Event count (approx.): 9051642699758
#
# Children      Self  Command          Shared Object                      Symbol                                        
# ........  ........  ...............  .................................  ..............................................
#
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                  [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                  [k] alloc_pages
     0.00%     0.00%  Thread-125       [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  Thread-125       [kernel.kallsyms]                  [k] futex_wait_queue_me
     0.00%     0.00%  Thread-125       [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                  [k] syscall_return_via_sysret
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                  [k] futex_wake
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                  [k] wake_up_q
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                  [k] native_apic_msr_eoi_write
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                  [k] nf_hook_slow
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] __test_set_page_writeback
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                  [k] native_flush_tlb_local
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                  [k] flush_tlb_func
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                  [k] file_update_time
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                  [k] __handle_mm_fault
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                  [k] do_page_mkwrite
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                  [k] do_user_addr_fault
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                  [k] exc_page_fault
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                  [k] ext4_page_mkwrite
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                  [k] handle_mm_fault
     0.00%     0.00%  ReadStage-133    [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.00%     0.00%  Thread-104       [kernel.kallsyms]                  [k] __hrtimer_run_queues
     0.00%     0.00%  Thread-104       [kernel.kallsyms]                  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-104       [kernel.kallsyms]                  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-104       [kernel.kallsyms]                  [k] hrtimer_interrupt
     0.00%     0.00%  Thread-104       [kernel.kallsyms]                  [k] hrtimer_wakeup
     0.00%     0.00%  Thread-104       [kernel.kallsyms]                  [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-104       [kernel.kallsyms]                  [k] try_to_wake_up
     0.00%     0.00%  Thread-104       [kernel.kallsyms]                  [k] wake_up_process
     0.00%     0.00%  Thread-143       [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  Thread-143       [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] switch_fpu_return
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                  [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                  [k] sugov_update_single_freq
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                  [k] update_load_avg
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                  [k] irq_exit_rcu
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] futex_wait
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                  [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                  [k] __alloc_pages
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                  [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                  [k] alloc_pages
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                  [k] __alloc_pages
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                  [k] get_page_from_freelist
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                  [k] page_vma_mapped_walk
     0.00%     0.00%  MutationStage-5  [kernel.kallsyms]                  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                  [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                  [k] futex_wake
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                  [k] wake_up_q
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                  [k] do_set_pte
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                  [k] filemap_map_pages
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                  [k] xas_load
     0.00%     0.00%  ReadStage-65     [kernel.kallsyms]                  [k] __add_to_page_cache_locked
     0.00%     0.00%  kworker/43:1-mm  [kernel.kallsyms]                  [k] kthread
     0.00%     0.00%  kworker/43:1-mm  [kernel.kallsyms]                  [k] ret_from_fork
     0.00%     0.00%  kworker/43:1-mm  [kernel.kallsyms]                  [k] worker_thread
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                  [k] mempool_alloc
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                  [k] read_pages
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] futex_wake
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] wake_up_q
     0.00%     0.00%  ReadStage-160    [kernel.kallsyms]                  [k] __handle_mm_fault
     0.00%     0.00%  ReadStage-160    [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.00%     0.00%  ReadStage-160    [kernel.kallsyms]                  [k] do_user_addr_fault
     0.00%     0.00%  ReadStage-160    [kernel.kallsyms]                  [k] exc_page_fault
     0.00%     0.00%  ReadStage-160    [kernel.kallsyms]                  [k] handle_mm_fault
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                  [k] workingset_update_node
     0.00%     0.00%  ReadStage-39     [kernel.kallsyms]                  [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                  [k] update_load_avg
     0.00%     0.00%  ReadStage-131    [kernel.kallsyms]                  [k] __add_to_page_cache_locked
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  Thread-39        [kernel.kallsyms]                  [k] dequeue_task_fair
     0.00%     0.00%  Thread-39        [kernel.kallsyms]                  [k] dequeue_task
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                  [k] clear_page_erms
     0.00%     0.00%  MutationStage-7  [kernel.kallsyms]                  [k] __do_sys_prctl
     0.00%     0.00%  MutationStage-7  [kernel.kallsyms]                  [k] __set_task_comm
     0.00%     0.00%  MutationStage-7  [kernel.kallsyms]                  [k] __x64_sys_prctl
     0.00%     0.00%  MutationStage-7  [kernel.kallsyms]                  [k] perf_event_comm
     0.00%     0.00%  MutationStage-7  [kernel.kallsyms]                  [k] perf_iterate_sb
     0.00%     0.00%  Thread-63        [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  Thread-63        [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                  [k] xas_start
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] ext4_inode_block_valid
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] __check_block_validity.constprop.0
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] ext4_readahead
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] read_pages
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] do_user_addr_fault
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] handle_mm_fault
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] futex_wait_queue_me
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                  [k] lock_timer_base
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                  [k] PageHuge
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                  [k] dequeue_entity
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                  [k] dequeue_task
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                  [k] dequeue_task_fair
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]                  [k] mpage_prepare_extent_to_map
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                  [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-109    [kernel.kallsyms]                  [k] futex_wake
     0.00%     0.00%  ReadStage-109    [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-109    [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                  [k] __do_fault
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                  [k] __handle_mm_fault
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                  [k] do_page_cache_ra
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                  [k] do_user_addr_fault
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                  [k] exc_page_fault
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                  [k] filemap_fault
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                  [k] handle_mm_fault
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                  [k] page_cache_ra_unbounded
     0.00%     0.00%  Thread-71        [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-124    [kernel.kallsyms]                  [k] wake_up_q
     0.00%     0.00%  Thread-22        [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  Thread-22        [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                  [k] __task_pid_nr_ns
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                  [k] __do_sys_prctl
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                  [k] __perf_event_header__init_id
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                  [k] __set_task_comm
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                  [k] __x64_sys_prctl
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                  [k] perf_event_comm
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                  [k] perf_event_comm_output
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                  [k] perf_iterate_sb
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                  [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                  [k] futex_wait
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                  [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  Thread-33        [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  Thread-33        [kernel.kallsyms]                  [k] futex_wait_queue_me
