# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 4274814276032
#
# Children      Self  Command          Shared Object                      Symbol                                                                                                                                                                                                         
# ........  ........  ...............  .................................  ...............................................................................................................................................................................................................
#
     0.02%     0.00%  G1 Conc#1        [kernel.kallsyms]                  [k] __handle_mm_fault
     0.02%     0.00%  GC Thread#10     [kernel.kallsyms]                  [k] perf_event_task_tick
     0.02%     0.00%  Executor task l  [kernel.kallsyms]                  [k] ext4_create
     0.02%     0.00%  G1 Refine#11     [kernel.kallsyms]                  [k] scheduler_tick
     0.02%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] __common_interrupt
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] __handle_irq_event_percpu
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] asm_common_interrupt
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] common_interrupt
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] handle_edge_irq
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] handle_irq_event
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] nvme_irq
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] nvme_process_cq
     0.02%     0.00%  GC Thread#9      [kernel.kallsyms]                  [k] mem_cgroup_charge
     0.02%     0.01%  Executor task l  [kernel.kallsyms]                  [k] workingset_activation
     0.02%     0.01%  GC Thread#13     [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.02%  Executor task l  [kernel.kallsyms]                  [k] unroll_tree_refs
     0.02%     0.01%  GC Thread#0      [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.00%  GC Thread#21     [kernel.kallsyms]                  [k] perf_event_task_tick
     0.02%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] mem_cgroup_charge
     0.02%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] perf_event_task_tick
     0.02%     0.00%  G1 Refine#16     [kernel.kallsyms]                  [k] tick_sched_handle
     0.02%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] exc_page_fault
     0.02%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] do_user_addr_fault
     0.02%     0.00%  VM Thread        [kernel.kallsyms]                  [k] free_pcppages_bulk
     0.02%     0.01%  Executor task l  [kernel.kallsyms]                  [k] sg_init_table
     0.02%     0.00%  G1 Conc#0        [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.02%     0.01%  GC Thread#8      [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.00%  G1 Refine#16     [kernel.kallsyms]                  [k] update_process_times
     0.02%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.00%  G1 Conc#1        [kernel.kallsyms]                  [k] do_anonymous_page
     0.02%     0.01%  Executor task l  [kernel.kallsyms]                  [k] path_init
     0.02%     0.01%  GC Thread#14     [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] asm_common_interrupt
     0.02%     0.00%  G1 Refine#1      [kernel.kallsyms]                  [k] handle_mm_fault
     0.02%     0.00%  G1 Refine#19     [kernel.kallsyms]                  [k] tick_sched_handle
     0.02%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] task_tick_fair
     0.02%     0.00%  G1 Refine#21     [kernel.kallsyms]                  [k] tick_sched_handle
     0.02%     0.02%  Executor task l  [kernel.kallsyms]                  [k] mutex_unlock
     0.02%     0.00%  G1 Refine#19     [kernel.kallsyms]                  [k] update_process_times
     0.02%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] lru_note_cost
     0.02%     0.00%  G1 Refine#21     [kernel.kallsyms]                  [k] update_process_times
     0.02%     0.00%  G1 Refine#20     [kernel.kallsyms]                  [k] tick_sched_handle
     0.02%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] task_tick_fair
     0.02%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.01%  GC Thread#20     [kernel.kallsyms]                  [k] asm_sysvec_call_function_single
     0.02%     0.00%  GC Thread#11     [kernel.kallsyms]                  [k] blk_mq_end_request
     0.02%     0.00%  GC Thread#11     [kernel.kallsyms]                  [k] blk_update_request
     0.02%     0.00%  G1 Refine#20     [kernel.kallsyms]                  [k] update_process_times
     0.02%     0.02%  Executor task l  [kernel.kallsyms]                  [k] rw_verify_area
     0.02%     0.00%  G1 Refine#17     [kernel.kallsyms]                  [k] tick_sched_handle
     0.02%     0.00%  GC Thread#17     [kernel.kallsyms]                  [k] mem_cgroup_charge
     0.02%     0.01%  swapper          [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.00%  G1 Refine#1      [kernel.kallsyms]                  [k] __handle_mm_fault
     0.02%     0.02%  kworker/u64:36-  [kernel.kallsyms]                  [k] xas_load
     0.02%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.00%  G1 Refine#17     [kernel.kallsyms]                  [k] update_process_times
     0.02%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] handle_mm_fault
     0.02%     0.00%  G1 Conc#0        [kernel.kallsyms]                  [k] do_user_addr_fault
     0.02%     0.00%  G1 Conc#0        [kernel.kallsyms]                  [k] exc_page_fault
     0.02%     0.00%  G1 Conc#5        [kernel.kallsyms]                  [k] task_tick_fair
     0.02%     0.00%  perf             [kernel.kallsyms]                  [k] ext4_da_write_begin
     0.02%     0.00%  task-result-get  [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.00%  GC Thread#20     [kernel.kallsyms]                  [k] cpumask_next
     0.02%     0.00%  GC Thread#7      [kernel.kallsyms]                  [k] _raw_spin_lock_irqsave
     0.02%     0.01%  GC Thread#6      [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] ext4_mb_regular_allocator
     0.02%     0.00%  dispatcher-even  [kernel.kallsyms]                  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.02%  swapper          [kernel.kallsyms]                  [k] _raw_spin_lock
     0.02%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.01%  GC Thread#17     [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.00%  task-result-get  [kernel.kallsyms]                  [k] do_syscall_64
     0.02%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] __hrtimer_run_queues
     0.02%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] __handle_mm_fault
     0.02%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] common_interrupt
     0.02%     0.00%  GC Thread#12     [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.01%  Executor task l  [kernel.kallsyms]                  [k] find_vma
     0.02%     0.02%  Executor task l  liblz4-java-487105107259883574.so  [.] LZ4_compress_fast_extState
     0.02%     0.00%  GC Thread#2      [kernel.kallsyms]                  [k] mem_cgroup_charge
     0.02%     0.00%  G1 Conc#1        [kernel.kallsyms]                  [k] perf_event_task_tick
     0.02%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] __run_hrtimer
     0.02%     0.00%  G1 Conc#3        [kernel.kallsyms]                  [k] perf_event_task_tick
     0.02%     0.01%  GC Thread#19     [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.02%  Executor task l  [kernel.kallsyms]                  [k] ext4_readahead
     0.02%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] free_pcppages_bulk
     0.02%     0.00%  G1 Conc#5        [kernel.kallsyms]                  [k] __alloc_pages
     0.02%     0.01%  swapper          [kernel.kallsyms]                  [k] ktime_get
     0.02%     0.01%  Executor task l  [kernel.kallsyms]                  [k] tick_do_update_jiffies64.part.0
     0.02%     0.00%  G1 Conc#5        [kernel.kallsyms]                  [k] alloc_pages_vma
     0.02%     0.00%  GC Thread#21     [kernel.kallsyms]                  [k] mem_cgroup_charge
     0.02%     0.01%  GC Thread#11     [kernel.kallsyms]                  [k] __mod_lruvec_page_state
     0.02%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] perf_event_task_tick
     0.02%     0.00%  GC Thread#17     [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] task_tick_fair
     0.02%     0.02%  GC Thread#13     [kernel.kallsyms]                  [k] native_flush_tlb_local
     0.02%     0.01%  GC Thread#9      [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] perf_event_task_tick
     0.02%     0.00%  G1 Refine#12     [kernel.kallsyms]                  [k] scheduler_tick
     0.02%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.00%  swapper          [kernel.kallsyms]                  [k] pick_next_task_fair
     0.02%     0.00%  Executor task l  [kernel.kallsyms]                  [k] get_random_u32
     0.02%     0.00%  GC Thread#2      [kernel.kallsyms]                  [k] __delete_from_swap_cache
     0.02%     0.00%  G1 Conc#5        [kernel.kallsyms]                  [k] perf_event_task_tick
     0.02%     0.00%  GC Thread#21     [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] __submit_bio_noacct_mq
     0.02%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] blk_mq_submit_bio
     0.02%     0.00%  Executor task l  [kernel.kallsyms]                  [k] __check_object_size.part.0
     0.02%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] __common_interrupt
     0.02%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] handle_edge_irq
     0.02%     0.02%  Executor task l  [kernel.kallsyms]                  [k] kthread_blkcg
     0.02%     0.02%  kswapd0          [kernel.kallsyms]                  [k] unlock_page
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] sysvec_call_function_single
     0.02%     0.00%  G1 Refine#10     [kernel.kallsyms]                  [k] scheduler_tick
     0.02%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] lru_note_cost
     0.02%     0.00%  G1 Conc#5        [kernel.kallsyms]                  [k] get_page_from_freelist
     0.02%     0.00%  dispatcher-even  [kernel.kallsyms]                  [k] sysvec_apic_timer_interrupt
     0.02%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] __handle_irq_event_percpu
     0.02%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] handle_irq_event
     0.02%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] nvme_irq
     0.02%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] nvme_process_cq
     0.02%     0.00%  GC Thread#10     [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.00%  GC Thread#8      [kernel.kallsyms]                  [k] mem_cgroup_charge
     0.02%     0.01%  GC Thread#20     [kernel.kallsyms]                  [k] _find_next_bit
     0.02%     0.00%  Executor task l  [kernel.kallsyms]                  [k] set_current_blocked
     0.02%     0.01%  Executor task l  [kernel.kallsyms]                  [k] file_remove_privs
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] blk_update_request
     0.02%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] blk_mq_end_request
     0.02%     0.00%  G1 Refine#0      [kernel.kallsyms]                  [k] task_tick_fair
     0.02%     0.00%  swapper          [kernel.kallsyms]                  [k] hrtimer_start_range_ns
     0.02%     0.00%  G1 Conc#3        [kernel.kallsyms]                  [k] handle_mm_fault
     0.02%     0.01%  GC Thread#4      [kernel.kallsyms]                  [k] __mod_lruvec_page_state
     0.02%     0.02%  Executor task l  libpthread-2.28.so                 [.] __pthread_disable_asynccancel
     0.02%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] lru_note_cost
     0.02%     0.00%  Executor task l  [kernel.kallsyms]                  [k] close_fd
     0.02%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] perf_event_task_tick
     0.02%     0.00%  Executor task l  [kernel.kallsyms]                  [k] ext4_getblk
     0.02%     0.00%  G1 Refine#7      [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.02%     0.00%  G1 Refine#7      [kernel.kallsyms]                  [k] exc_page_fault
     0.02%     0.00%  kworker/u64:35-  [kernel.kallsyms]                  [k] __mod_lruvec_page_state
     0.02%     0.01%  GC Thread#3      [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] sysvec_apic_timer_interrupt
     0.02%     0.02%  Executor task l  [kernel.kallsyms]                  [k] jbd2_write_access_granted.part.0
     0.02%     0.01%  GC Thread#18     [kernel.kallsyms]                  [k] __frontswap_store
     0.02%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] __remove_mapping
     0.02%     0.00%  G1 Refine#7      [kernel.kallsyms]                  [k] do_user_addr_fault
     0.02%     0.01%  GC Thread#18     [kernel.kallsyms]                  [k] __mod_lruvec_page_state
     0.02%     0.02%  Executor task l  [kernel.kallsyms]                  [k] update_fast_timekeeper
     0.02%     0.00%  Executor task l  [kernel.kallsyms]                  [k] ext4_bread_batch
     0.02%     0.01%  GC Thread#4      [kernel.kallsyms]                  [k] perf_adjust_freq_unthr_context
     0.02%     0.02%  G1 Conc#5        [kernel.kallsyms]                  [k] clear_page_rep
     0.02%     0.00%  G1 Conc#5        [kernel.kallsyms]                  [k] kernel_init_free_pages.part.0
     0.02%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
